Movie,Rating,Genre,Director,Actor1,Actor2,Budget,Revenue_US,Revenue_World,Date
Pressure,5.7,Drama,Ron Scalpello,Danny Huston,Matthew Goode,0,0,0,0
Deathstalker,4.6,Action,James Sbardellati,Rick Hill,Barbi Benton,0,0,0,0
The Bounty,7.1,Adventure,Roger Donaldson,Mel Gibson,Anthony Hopkins,0,0,0,0
Waiting for Guffman,7.5,Comedy,Christopher Guest,Christopher Guest,Fred Willard,0,0,0,0
The Call,4.1,Horror,Timothy Woodward Jr.,Lin Shaye,Tobin Bell,0,0,0,0
A Bad Moms Christmas,5.6,Comedy,Scott Moore,Jon Lucas,Kristen Bell,0,0,0,0
Marvin's Room,6.7,Drama,Jerry Zaks,Meryl Streep,Leonardo DiCaprio,0,0,0,0
The Last Unicorn,7.4,Animation,Arthur Rankin Jr.,Jules Bass,Mia Farrow,0,0,0,0
School Daze,6,Comedy,Spike Lee,Laurence Fishburne,Giancarlo Esposito,0,0,0,0
The Notorious Bettie Page,6.5,Biography,Mary Harron,Gretchen Mol,Lili Taylor,0,0,0,0
Dark Water,5.6,Drama,Walter Salles,Jennifer Connelly,Ariel Gade,0,0,0,0
The Glorias,5.5,Biography,Julie Taymor,Julianne Moore,Alicia Vikander,0,0,0,0
Conspiracy,7.7,Biography,Frank Pierson,Kenneth Branagh,Clare Bullus,0,0,0,0
5 Centimeters Per Second,7.6,Animation,Makoto Shinkai,Kenji Mizuhashi,Yoshimi Kondou,0,0,0,0
Monte Carlo,5.8,Adventure,Thomas Bezucha,Selena Gomez,Leighton Meester,0,0,0,0
The American President,6.8,Comedy,Rob Reiner,Michael Douglas,Annette Bening,0,0,0,0
The Naked Gun 2Â½: The Smell of Fear,6.9,Comedy,David Zucker,Leslie Nielsen,Priscilla Presley,0,0,0,0
The Old Man & the Gun,6.7,Biography,David Lowery,Robert Redford,Casey Affleck,0,0,0,0
The Dinner,4.5,Crime,Oren Moverman,Michael Chernus,Taylor Rae Almonte,0,0,0,0
Maximum Ride,3.6,Action,Jay Martin,Allie Marie Evans,Patrick Johnson,0,0,0,0
Halloween H20: 20 Years Later,5.8,Horror,Steve Miner,Jamie Lee Curtis,Josh Hartnett,0,0,0,0
Starman,7,Romance,John Carpenter,Jeff Bridges,Karen Allen,0,0,0,0
Magic Camp,6.4,Comedy,Mark Waters,Adam Devine,Jeffrey Tambor,0,0,0,0
Bubble Boy,5.6,Adventure,Blair Hayes,Jake Gyllenhaal,Swoosie Kurtz,0,0,0,0
Hannah Montana: The Movie,4.5,Comedy,Peter Chelsom,Miley Cyrus,Emily Osment,0,0,0,0
Stigmata,6.2,Horror,Rupert Wainwright,Patricia Arquette,Gabriel Byrne,0,0,0,0
"Good Night, and Good Luck.",7.4,Biography,George Clooney,David Strathairn,George Clooney,0,0,0,0
Drugstore Cowboy,7.3,Crime,Gus Van Sant,Matt Dillon,Kelly Lynch,0,0,0,0
The Week Of,5.2,Comedy,Robert Smigel,Adam Sandler,Chris Rock,0,0,0,0
It Takes Two,5.9,Comedy,Andy Tennant,Kirstie Alley,Steve Guttenberg,0,0,0,0
Season of the Witch,5.4,Action,Dominic Sena,Nicolas Cage,Ron Perlman,0,0,0,0
Force Majeure,7.3,Comedy,Ruben Ãstlund,Johannes Kuhnke,Lisa Loven Kongsli,0,0,0,0
Imperium,6.5,Biography,Daniel Ragussis,Daniel Radcliffe,Toni Collette,0,0,0,0
The Deep Blue Sea,6.2,Drama,Terence Davies,Rachel Weisz,Tom Hiddleston,0,0,0,0
Harlem Nights,6.1,Comedy,Eddie Murphy,Eddie Murphy,Richard Pryor,0,0,0,0
Mr. Peabody & Sherman,6.8,Animation,Rob Minkoff,Ty Burrell,Max Charles,0,0,0,0
The Legend of Bagger Vance,6.7,Drama,Robert Redford,Will Smith,Matt Damon,0,0,0,0
The Conductor,7.3,Biography,Maria Peters,Christanne de Bruijn,Benjamin Wainwright,0,0,0,0
Safety,6.8,Biography,Reginald Hudlin,Jay Reeves,Javien Jackson,0,0,0,0
Men at Work,6,Action,Emilio Estevez,Charlie Sheen,Emilio Estevez,0,0,0,0
Barnyard,5.6,Animation,Steve Oedekerk,Kevin James,Courteney Cox,0,0,0,0
The Wizard,6.1,Adventure,Todd Holland,Fred Savage,Luke Edwards,0,0,0,0
The Grinch,6.3,Animation,Scott Mosier,Yarrow Cheney,Cameron Seely,0,0,0,0
CachÃ©,7.3,Drama,Michael Haneke,Daniel Auteuil,Juliette Binoche,0,0,0,0
Misconduct,5.3,Crime,Shintaro Shimosawa,Josh Duhamel,Anthony Hopkins,0,0,0,0
Sweet November,6.7,Drama,Pat O'Connor,Keanu Reeves,Charlize Theron,0,0,0,0
The Master of Disguise,3.4,Adventure,Perry Andelin Blake,Dana Carvey,Jennifer Esposito,0,0,0,0
The House,5.6,Comedy,Andrew Jay Cohen,Will Ferrell,Amy Poehler,0,0,0,0
Perfect Strangers,7.8,Comedy,Paolo Genovese,Giuseppe Battiston,Anna Foglietta,0,0,0,0
The Changeling,7.2,Horror,Peter Medak,George C. Scott,Trish Van Devere,0,0,0,0
And So It Goes,5.8,Comedy,Rob Reiner,Michael Douglas,Diane Keaton,0,0,0,0
Deliver Us from Evil,6.8,Action,Won-Chan Hong,Jung-min Hwang,Jung-jae Lee,0,0,0,0
Megan Leavey,7.1,Biography,Gabriela Cowperthwaite,Kate Mara,Ramon Rodriguez,0,0,0,0
Sleepaway Camp II: Unhappy Campers,5.7,Comedy,Michael A. Simpson,Pamela Springsteen,RenÃ©e Estevez,0,0,0,0
A Good Old Fashioned Orgy,6.1,Comedy,Peter Huyck,Alex Gregory,Leslie Bibb,0,0,0,0
Life as a House,7.5,Drama,Irwin Winkler,Hayden Christensen,Kevin Kline,0,0,0,0
National Security,5.7,Action,Dennis Dugan,Martin Lawrence,Steve Zahn,0,0,0,0
The Legend of 1900,8.1,Drama,Giuseppe Tornatore,Tim Roth,Pruitt Taylor Vince,0,0,0,0
The Net,6,Action,Irwin Winkler,Sandra Bullock,Jeremy Northam,0,0,0,0
Feast,6.3,Action,John Gulager,Navi Rawat,Krista Allen,0,0,0,0
Throw Momma from the Train,6.3,Comedy,Danny DeVito,Danny DeVito,Billy Crystal,0,0,0,0
After the Wedding,6.3,Drama,Bart Freundlich,Julianne Moore,Michelle Williams,0,0,0,0
Southland Tales,5.4,Comedy,Richard Kelly,Dwayne Johnson,Sarah Michelle Gellar,0,0,0,0
The Lair of the White Worm,5.9,Comedy,Ken Russell,Amanda Donohoe,Hugh Grant,0,0,0,0
High Crimes,6.4,Crime,Carl Franklin,Jim Caviezel,Morgan Freeman,0,0,0,0
El Mariachi,6.9,Action,Robert Rodriguez,Carlos Gallardo,Consuelo GÃ³mez,0,0,0,0
The Debt Collector,5.8,Action,Jesse V. Johnson,Scott Adkins,Louis Mandylor,0,0,0,0
My Big Fat Greek Wedding 2,6,Comedy,Kirk Jones,Nia Vardalos,John Corbett,0,0,0,0
Prom Night,5.4,Horror,Paul Lynch,Leslie Nielsen,Jamie Lee Curtis,0,0,0,0
Gotti,4.8,Biography,Kevin Connolly,John Travolta,Spencer Rocco Lofranco,0,0,0,0
Death Note,7.7,Crime,ShÃ»suke Kaneko,Tatsuya Fujiwara,Ken'ichi Matsuyama,0,0,0,0
Blue Story,6,Crime,Rapman,Eric Kofi-Abrefa,Richie Campbell,0,0,0,0
Son of Saul,7.5,Drama,LÃ¡szlÃ³ Nemes,GÃ©za RÃ¶hrig,Levente MolnÃ¡r,0,0,0,0
What Happens in Vegas,6.1,Comedy,Tom Vaughan,Cameron Diaz,Ashton Kutcher,0,0,0,0
Dream House,6,Drama,Jim Sheridan,Daniel Craig,Rachel Weisz,0,0,0,0
A Very Long Engagement,7.6,Drama,Jean-Pierre Jeunet,Audrey Tautou,Gaspard Ulliel,0,0,0,0
Reds,7.3,Biography,Warren Beatty,Warren Beatty,Diane Keaton,0,0,0,0
True Crime,6.6,Crime,Clint Eastwood,Clint Eastwood,Isaiah Washington,0,0,0,0
Wildcats,6.1,Comedy,Michael Ritchie,Goldie Hawn,Swoosie Kurtz,0,0,0,0
Scrooged,7,Comedy,Richard Donner,Bill Murray,Karen Allen,0,0,0,0
Fitzcarraldo,8.1,Adventure,Werner Herzog,Klaus Kinski,Claudia Cardinale,0,0,0,0
Runaway,5.9,Action,Michael Crichton,Tom Selleck,Cynthia Rhodes,0,0,0,0
We Are Marshall,7.1,Drama,McG,Matthew McConaughey,Matthew Fox,0,0,0,0
The Thirteenth Floor,7.1,Mystery,Josef Rusnak,Craig Bierko,Gretchen Mol,0,0,0,0
Because of Winn-Dixie,6.3,Comedy,Wayne Wang,AnnaSophia Robb,Jeff Daniels,0,0,0,0
Mighty Joe Young,5.6,Action,Ron Underwood,Bill Paxton,Charlize Theron,0,0,0,0
Trauma,5.1,Action,Lucio A. Rojas,Catalina Martin,Macarena Carrere,0,0,0,0
Left Behind,3.1,Action,Vic Armstrong,Nicolas Cage,Lea Thompson,0,0,0,0
Heartburn,6.1,Comedy,Mike Nichols,Meryl Streep,Jack Nicholson,0,0,0,0
An American Tail,6.9,Animation,Don Bluth,Dom DeLuise,Christopher Plummer,0,0,0,0
Running with the Devil,5.4,Crime,Jason Cabell,Nicolas Cage,Laurence Fishburne,0,0,0,0
The Best Little Whorehouse in Texas,6,Comedy,Colin Higgins,Burt Reynolds,Dolly Parton,0,0,0,0
Where Hands Touch,6.3,Drama,Amma Asante,Abbie Cornish,George MacKay,0,0,0,0
A Mighty Wind,7.2,Comedy,Christopher Guest,Christopher Guest,Eugene Levy,0,0,0,0
Like Mike,5.3,Comedy,John Schultz,Shad Moss,Jonathan Lipnicki,0,0,0,0
Perdita Durango,6.3,Action,Ãlex de la Iglesia,Rosie Perez,Javier Bardem,0,0,0,0
Teen Beach Movie,5.9,Family,Jeffrey Hornaday,Ross Lynch,Maia Mitchell,0,0,0,0
Syriana,6.9,Drama,Stephen Gaghan,George Clooney,Matt Damon,0,0,0,0
The Santa Clause,6.5,Comedy,John Pasquin,Tim Allen,Judge Reinhold,0,0,0,0
Pyewacket,5.8,Drama,Adam MacDonald,Laurie Holden,Nicole MuÃ±oz,0,0,0,0
Arizona Dream,7.3,Comedy,Emir Kusturica,Johnny Depp,Jerry Lewis,0,0,0,0
Chain Reaction,5.7,Action,Andrew Davis,Keanu Reeves,Morgan Freeman,0,0,0,0
Dating Amber,7,Comedy,David Freyne,Fionn O'Shea,Lola Petticrew,0,0,0,0
Defending Your Life,7.2,Comedy,Albert Brooks,Albert Brooks,Meryl Streep,0,0,0,0
The Front Runner,6.1,Biography,Jason Reitman,Hugh Jackman,Vera Farmiga,0,0,0,0
Kiss of the Dragon,6.6,Action,Chris Nahon,Jet Li,Bridget Fonda,0,0,0,0
Bliss,6,Drama,Lance Young,Craig Sheffer,Terence Stamp,0,0,0,0
Wild Orchid,4.6,Drama,Zalman King,Mickey Rourke,Jacqueline Bisset,0,0,0,0
Private Benjamin,6.2,Comedy,Howard Zieff,Goldie Hawn,Eileen Brennan,0,0,0,0
Running Scared,6.6,Action,Peter Hyams,Gregory Hines,Billy Crystal,0,0,0,0
Analyze This,6.7,Comedy,Harold Ramis,Robert De Niro,Billy Crystal,0,0,0,0
Nick and Norah's Infinite Playlist,6.6,Comedy,Peter Sollett,Michael Cera,Kat Dennings,0,0,0,0
Turner & Hooch,6.2,Comedy,Roger Spottiswoode,Tom Hanks,Mare Winningham,0,0,0,0
The Wave,6.7,Action,Roar Uthaug,Kristoffer Joner,Ane Dahl Torp,0,0,0,0
RoboCop 3,4.1,Action,Fred Dekker,Robert John Burke,Nancy Allen,0,0,0,0
Extremely Loud & Incredibly Close,6.9,Adventure,Stephen Daldry,Thomas Horn,Tom Hanks,0,0,0,0
The Fifth Estate,6.2,Biography,Bill Condon,Benedict Cumberbatch,Daniel BrÃ¼hl,0,0,0,0
"Corrina, Corrina",6.6,Comedy,Jessie Nelson,Ray Liotta,Whoopi Goldberg,0,0,0,0
Wallace & Gromit: The Curse of the Were-Rabbit,7.4,Animation,Nick Park,Steve Box,Helena Bonham Carter,0,0,0,0
Hellraiser: Bloodline,5.2,Horror,Kevin Yagher,Bruce Ramsay,Valentina Vargas,0,0,0,0
The Mirror Has Two Faces,6.7,Comedy,Barbra Streisand,Barbra Streisand,Jeff Bridges,0,0,0,0
Redline,7.5,Animation,Takeshi Koike,Takuya Kimura,YÃ» Aoi,0,0,0,0
Akeelah and the Bee,7.3,Drama,Doug Atchison,Angela Bassett,Laurence Fishburne,0,0,0,0
My Dinner with Andre,7.8,Biography,Louis Malle,Andre Gregory,Wallace Shawn,0,0,0,0
Bridget Jones: The Edge of Reason,6,Comedy,Beeban Kidron,RenÃ©e Zellweger,Colin Firth,0,0,0,0
Darkness Falls,5,Fantasy,Jonathan Liebesman,Chaney Kley,Emma Caulfield Ford,0,0,0,0
Baise-moi,4.5,Crime,Coralie,Virginie Despentes,Karen Lancaume,0,0,0,0
White Squall,6.6,Adventure,Ridley Scott,Jeff Bridges,Caroline Goodall,0,0,0,0
The Rescuers Down Under,6.9,Animation,Mike Gabriel,Hendel Butoy,Eva Gabor,0,0,0,0
Withnail & I,7.7,Comedy,Bruce Robinson,Richard E. Grant,Paul McGann,0,0,0,0
Summer Lovers,5.8,Comedy,Randal Kleiser,Peter Gallagher,Daryl Hannah,0,0,0,0
Cutthroat Island,5.7,Action,Renny Harlin,Geena Davis,Matthew Modine,0,0,0,0
The Jacket,7.1,Drama,John Maybury,Adrien Brody,Keira Knightley,0,0,0,0
The Sea of Trees,6.1,Drama,Gus Van Sant,Matthew McConaughey,Naomi Watts,0,0,0,0
Bleeding Steel,5.2,Action,Leo Zhang,Jackie Chan,Show Lo,0,0,0,0
Timecrimes,7.2,Horror,Nacho Vigalondo,Karra Elejalde,Candela FernÃ¡ndez,0,0,0,0
3000 Miles to Graceland,6,Action,Demian Lichtenstein,Kurt Russell,Kevin Costner,0,0,0,0
Henry & June,6.3,Biography,Philip Kaufman,Fred Ward,Uma Thurman,0,0,0,0
Nobody's Fool,7.4,Comedy,Robert Benton,Paul Newman,Bruce Willis,0,0,0,0
Lucky Day,5.1,Action,Roger Avary,Luke Bracey,Nina Dobrev,0,0,0,0
Mom and Dad,5.5,Comedy,Brian Taylor,Nicolas Cage,Selma Blair,0,0,0,0
School Dance,4.5,Comedy,Nick Cannon,Pete Davidson,Patrick Warburton,0,0,0,0
Mindhunters,6.4,Crime,Renny Harlin,Val Kilmer,LL Cool J,0,0,0,0
Crocodile Dundee II,5.7,Action,John Cornell,Paul Hogan,Linda Kozlowski,0,0,0,0
Snatched,4.5,Action,Jonathan Levine,Amy Schumer,Goldie Hawn,0,0,0,0
Welcome Home,5.2,Thriller,George Ratliff,Emily Ratajkowski,Aaron Paul,0,0,0,0
Hit and Run,6.1,Action,Dax Shepard,David Palmer,Kristen Bell,0,0,0,0
Hangman,5.3,Crime,Johnny Martin,Al Pacino,Karl Urban,0,0,0,0
"Greystoke: The Legend of Tarzan, Lord of the Apes",6.4,Adventure,Hugh Hudson,Christopher Lambert,Andie MacDowell,0,0,0,0
How to Build a Girl,5.8,Comedy,Coky Giedroyc,Beanie Feldstein,Cleo,0,0,0,0
Biutiful,7.5,Drama,Alejandro G. IÃ±Ã¡rritu,Javier Bardem,Maricel Ãlvarez,0,0,0,0
Backcountry,6,Adventure,Adam MacDonald,Jeff Roop,Missy Peregrym,0,0,0,0
Havoc,5.5,Crime,Barbara Kopple,Anne Hathaway,Bijou Phillips,0,0,0,0
Barely Lethal,5.4,Action,Kyle Newman,Jaime King,Samuel L. Jackson,0,0,0,0
Stay Alive,5.1,Fantasy,William Brent Bell,Jon Foster,Samaire Armstrong,0,0,0,0
Alex Cross,5.2,Action,Rob Cohen,Tyler Perry,Matthew Fox,0,0,0,0
Naked Weapon,5.5,Action,Siu-Tung Ching,Anya,Maggie Q,0,0,0,0
Star Wars: The Clone Wars,5.9,Animation,Dave Filoni,Matt Lanter,Nika Futterman,0,0,0,0
All My Friends Are Dead,5.8,Comedy,Jan Belcl,Michal Meyer,Adam Woronowicz,0,0,0,0
Rumor Has It...,5.5,Comedy,Rob Reiner,Jennifer Aniston,Mark Ruffalo,0,0,0,0
Beastly,5.6,Drama,Daniel Barnz,Alex Pettyfer,Vanessa Hudgens,0,0,0,0
High Ground,6.4,Action,Stephen Johnson,Simon Baker,Jacob Junior Nayinggul,0,0,0,0
My Hero Academia: Heroes Rising,7.9,Animation,Kenji Nagasaki,Daiki Yamashita,Nobuhiko Okamoto,0,0,0,0
Tyrannosaur,7.6,Drama,Paddy Considine,Peter Mullan,Archie Lal,0,0,0,0
Le chant du loup,6.9,Action,Antonin Baudry,FranÃ§ois Civil,Omar Sy,0,0,0,0
April Fool's Day,6.2,Horror,Fred Walton,Deborah Foreman,Griffin O'Neal,0,0,0,0
SpaceCamp,5.7,Adventure,Harry Winer,Kate Capshaw,Lea Thompson,0,0,0,0
Captain Ron,5.8,Adventure,Thom Eberhardt,Kurt Russell,Martin Short,0,0,0,0
One Crazy Summer,6.5,Comedy,Savage Steve Holland,John Cusack,Demi Moore,0,0,0,0
Savage Streets,6.3,Action,Tom DeSimone,Danny Steinmann,John Vernon,0,0,0,0
Possum,5.7,Drama,Matthew Holness,Sean Harris,Alun Armstrong,0,0,0,0
Foolproof,6.5,Action,William Phillips,Ryan Reynolds,Kristin Booth,0,0,0,0
Benny & Joon,7.2,Comedy,Jeremiah S. Chechik,Johnny Depp,Mary Stuart Masterson,0,0,0,0
Rubber,5.8,Comedy,Quentin Dupieux,Stephen Spinella,Roxane Mesquida,0,0,0,0
First They Killed My Father,7.2,Biography,Angelina Jolie,Sareum Srey Moch,Phoeung Kompheak,0,0,0,0
Swamp Thing,5.4,Horror,Wes Craven,Louis Jourdan,Adrienne Barbeau,0,0,0,0
Fatima,6.6,Drama,Marco Pontecorvo,Joaquim de Almeida,Goran Visnjic,0,0,0,0
Pihu,6.7,Drama,Kapri Vinod,Rahul Bagga,Pihu Myra Vishwakarma,0,0,0,0
The Divide,5.8,Drama,Xavier Gens,Lauren German,Michael Biehn,0,0,0,0
Pumpkinhead,6.2,Fantasy,Stan Winston,Lance Henriksen,Jeff East,0,0,0,0
The Baytown Outlaws,6.4,Action,Barry Battles,Billy Bob Thornton,Eva Longoria,0,0,0,0
Wish I Was Here,6.7,Comedy,Zach Braff,Zach Braff,Joey King,0,0,0,0
Frost/Nixon,7.7,Biography,Ron Howard,Frank Langella,Michael Sheen,0,0,0,0
Middle Men,6.8,Comedy,George Gallo,Luke Wilson,Giovanni Ribisi,0,0,0,0
Stockholm,6.1,Biography,Robert Budreau,Ethan Hawke,Noomi Rapace,0,0,0,0
Hot Pursuit,5.2,Action,Anne Fletcher,Reese Witherspoon,SofÃ­a Vergara,0,0,0,0
The Stuff,5.9,Comedy,Larry Cohen,Michael Moriarty,Andrea Marcovicci,0,0,0,0
Friday the 13th Part VI: Jason Lives,6,Horror,Tom McLoughlin,Thom Mathews,Jennifer Cooke,0,0,0,0
Eye for an Eye,6.2,Crime,John Schlesinger,Sally Field,Kiefer Sutherland,0,0,0,0
The Horse Whisperer,6.6,Drama,Robert Redford,Robert Redford,Kristin Scott Thomas,0,0,0,0
"South Park: Bigger, Longer & Uncut",7.7,Animation,Trey Parker,Trey Parker,Matt Stone,0,0,0,0
Escape Room,4.2,Horror,Will Wernick,Evan Williams,Annabelle Stephenson,0,0,0,0
Talk to Her,7.9,Drama,Pedro AlmodÃ³var,Rosario Flores,Javier CÃ¡mara,0,0,0,0
Roald Dahl's Esio Trot,7,Comedy,Dearbhla Walsh,James Corden,Salo Gardner,0,0,0,0
Nanny McPhee Returns,6.1,Comedy,Susanna White,Emma Thompson,Maggie Gyllenhaal,0,0,0,0
The One,5.9,Action,James Wong,Jet Li,Carla Gugino,0,0,0,0
Autumn in New York,5.7,Drama,Joan Chen,Richard Gere,Winona Ryder,0,0,0,0
Kung Pow: Enter the Fist,6.3,Action,Steve Oedekerk,Steve Oedekerk,Fei Lung,0,0,0,0
The Lovers on the Bridge,7.6,Drama,Leos Carax,Juliette Binoche,Denis Lavant,0,0,0,0
Taps,6.8,Drama,Harold Becker,George C. Scott,Timothy Hutton,0,0,0,0
Children of a Lesser God,7.2,Drama,Randa Haines,William Hurt,Marlee Matlin,0,0,0,0
Alvin and the Chipmunks: The Squeakquel,4.5,Animation,Betty Thomas,Jason Lee,Zachary Levi,0,0,0,0
Then Came You,6.1,Comedy,Adriana Trigiani,Craig Ferguson,Kathie Lee Gifford,0,0,0,0
Awakening the Zodiac,4.8,Crime,Jonathan Wright,Shane West,Leslie Bibb,0,0,0,0
Ice Princess,6,Comedy,Tim Fywell,Michelle Trachtenberg,Kim Cattrall,0,0,0,0
Johnny Mnemonic,5.7,Action,Robert Longo,Keanu Reeves,Dolph Lundgren,0,0,0,0
Agent Sai Srinivasa Athreya,8.4,Comedy,Swaroop Rsj,Naveen Polishetty,Shruti Sharma,0,0,0,0
Bad Girls,5.2,Action,Jonathan Kaplan,Madeleine Stowe,Mary Stuart Masterson,0,0,0,0
Tracks,7.2,Adventure,John Curran,Mia Wasikowska,Adam Driver,0,0,0,0
Derailed,6.6,Crime,Mikael HÃ¥fstrÃ¶m,Clive Owen,Jennifer Aniston,0,0,0,0
Ibiza,5.2,Comedy,Alex Richanbach,Gwen Elizabeth Duchon,Gillian Jacobs,0,0,0,0
Body Cam,5.3,Horror,Malik Vitthal,Mary J. Blige,Nat Wolff,0,0,0,0
Stargirl,6.2,Comedy,Julia Hart,Grace VanderWaal,Graham Verchere,0,0,0,0
Juice,7.1,Action,Ernest R. Dickerson,Omar Epps,Tupac Shakur,0,0,0,0
An American Werewolf in Paris,5.1,Comedy,Anthony Waller,Tom Everett Scott,Julie Delpy,0,0,0,0
Grave Encounters,6.1,Horror,Stuart Ortiz,Colin Minihan,Sean Rogerson,0,0,0,0
Premonition,5.9,Drama,Mennan Yapo,Sandra Bullock,Julian McMahon,0,0,0,0
Date Movie,2.8,Comedy,Jason Friedberg,Aaron Seltzer,Adam Campbell,0,0,0,0
Our Souls at Night,6.9,Drama,Ritesh Batra,Robert Redford,Jane Fonda,0,0,0,0
Life of Crime,5.8,Comedy,Daniel Schechter,Jennifer Aniston,Yasiin Bey,0,0,0,0
Little,5.5,Comedy,Tina Gordon,Regina Hall,Issa Rae,0,0,0,0
Romper Stomper,6.8,Crime,Geoffrey Wright,Russell Crowe,Daniel Pollock,0,0,0,0
Ip Man 2,7.5,Action,Wilson Yip,Donnie Yen,Xiaoming Huang,0,0,0,0
I Used to Go Here,5.6,Comedy,Kris Rey,Gillian Jacobs,Jemaine Clement,0,0,0,0
The Woman,6,Drama,Lucky McKee,Pollyanna McIntosh,Brandon Gerald Fuller,0,0,0,0
The Lawnmower Man,5.5,Horror,Brett Leonard,Jeff Fahey,Pierce Brosnan,0,0,0,0
Friday the 13th Part VIII: Jason Takes Manhattan,4.6,Adventure,Rob Hedden,Jensen Daggett,Kane Hodder,0,0,0,0
Sympathy for Mr. Vengeance,7.6,Crime,Chan-wook Park,Kang-ho Song,Shin Ha-kyun,0,0,0,0
Untogether,5.2,Drama,Emma Forrest,Jamie Dornan,Lola Kirke,0,0,0,0
The Brave One,6.7,Action,Neil Jordan,Jodie Foster,Terrence Howard,0,0,0,0
Malevolent,4.8,Horror,Olaf de Fleur Johannesson,Florence Pugh,Ben Lloyd-Hughes,0,0,0,0
Kairo,6.6,Horror,Kiyoshi Kurosawa,Haruhiko KatÃ´,Kumiko AsÃ´,0,0,0,0
Them,6.4,Horror,Xavier Palud,David Moreau,MichaÃ«l Cohen,0,0,0,0
The Players Club,5.9,Comedy,Ice Cube,LisaRaye McCoy,Dick Anthony Williams,0,0,0,0
Just Cause,6.4,Action,Arne Glimcher,Sean Connery,Laurence Fishburne,0,0,0,0
Skin,7.2,Short,Guy Nattiv,Jonathan Tucker,Danielle Macdonald,0,0,0,0
Blindness,6.6,Drama,Fernando Meirelles,Julianne Moore,Mark Ruffalo,0,0,0,0
High Spirits,5.9,Comedy,Neil Jordan,Peter O'Toole,Daryl Hannah,0,0,0,0
Happy-Go-Lucky,7,Comedy,Mike Leigh,Sally Hawkins,Alexis Zegerman,0,0,0,0
I.T.,5.5,Crime,John Moore,Pierce Brosnan,Jason Barry,0,0,0,0
Raise Your Voice,5.9,Family,Sean McNamara,Hilary Duff,John Corbett,0,0,0,0
Double Dragon,3.8,Action,James Yukich,Robert Patrick,Mark Dacascos,0,0,0,0
Super Deluxe,8.3,Comedy,Thiagarajan Kumararaja,Vijay Sethupathi,Samantha Akkineni,0,0,0,0
All Cheerleaders Die,5.1,Comedy,Chris Sivertson,Lucky McKee,Charon R. Arnold,0,0,0,0
Return to Me,6.9,Comedy,Bonnie Hunt,David Duchovny,Minnie Driver,0,0,0,0
Diary of a Mad Black Woman,5.8,Comedy,Darren Grant,Kimberly Elise,Steve Harris,0,0,0,0
K-PAX,7.4,Drama,Iain Softley,Kevin Spacey,Jeff Bridges,0,0,0,0
Lying and Stealing,5.4,Crime,Matt Aselton,Theo James,Emily Ratajkowski,0,0,0,0
A Girl Walks Home Alone at Night,7,Drama,Ana Lily Amirpour,Sheila Vand,Arash Marandi,0,0,0,0
Titus,7.1,Drama,Julie Taymor,Anthony Hopkins,Jessica Lange,0,0,0,0
Think Like a Dog,5.1,Comedy,Gil Junger,Megan Fox,Josh Duhamel,0,0,0,0
"I, Daniel Blake",7.9,Drama,Laura Obiols,Ken Loach,Hayley Squires,0,0,0,0
Charming,5.6,Animation,Ross Venokur,Demi Lovato,Wilmer Valderrama,0,0,0,0
Bad Hair,5.6,Comedy,Justin Simien,Zaria Kelley,Corinne Massiah,0,0,0,0
Don't Say a Word,6.3,Drama,Gary Fleder,Michael Douglas,Sean Bean,0,0,0,0
The Salesman,7.8,Drama,Asghar Farhadi,Shahab Hosseini,Taraneh Alidoosti,0,0,0,0
Hostage,6.6,Action,Florent-Emilio Siri,Bruce Willis,Kevin Pollak,0,0,0,0
Overdrive,5.4,Action,Antonio Negret,Scott Eastwood,Freddie Thorp,0,0,0,0
Rabbit Hole,7,Drama,John Cameron Mitchell,Nicole Kidman,Aaron Eckhart,0,0,0,0
La Belle Ãpoque,7.4,Comedy,Nicolas Bedos,Daniel Auteuil,Guillaume Canet,0,0,0,0
Womb,6.4,Drama,Benedek Fliegauf,Eva Green,Matt Smith,0,0,0,0
Revolt,5.2,Action,Joe Miale,Lee Pace,BÃ©rÃ©nice Marlohe,0,0,0,0
Loaded Weapon 1,6.2,Action,Gene Quintano,Emilio Estevez,Samuel L. Jackson,0,0,0,0
Monos,6.9,Adventure,Alejandro Landes,Sofia Buenaventura,JuliÃ¡n Giraldo,0,0,0,0
The Rover,6.4,Action,David MichÃ´d,Guy Pearce,Robert Pattinson,0,0,0,0
Constantine: City of Demons - The Movie,7.4,Animation,Doug Murphy,Matt Ryan,Laura Bailey,0,0,0,0
Ultraviolet,4.5,Action,Kurt Wimmer,Milla Jovovich,Cameron Bright,0,0,0,0
The Bar,6.3,Comedy,Ãlex de la Iglesia,Blanca SuÃ¡rez,Mario Casas,0,0,0,0
No Escape Room,5.1,Horror,Alex Merkin,Jeni Ross,Mark GhanimÃ©,0,0,0,0
My Best Friend's Girl,5.9,Comedy,Howard Deutch,Kate Hudson,Dane Cook,0,0,0,0
Soul Plane,4.6,Comedy,Jessy Terrero,Dwayne Adway,Snoop Dogg,0,0,0,0
Cell,4.4,Action,Tod Williams,John Cusack,Samuel L. Jackson,0,0,0,0
Beach Rats,6.4,Drama,Eliza Hittman,Harris Dickinson,Madeline Weinstein,0,0,0,0
Mary Shelley,6.4,Biography,Haifaa Al-Mansour,Elle Fanning,Bel Powley,0,0,0,0
